split,composer,composition_id,perf_id,structure,score_path
train,Ludwig van Beethoven,1197,6671,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/1._Das_Lebewohl_(Adagio_-_Allegro)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6672,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6673,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6674,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6675,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6676,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6677,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6678,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6679,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6680,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6681,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1198,6682,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/3._Das_Wiedersehn_(Vivacissimamente)/musicxml_cleaned.musicxml"
train,Ludwig van Beethoven,1199,6683,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6684,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6685,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6686,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6687,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6688,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6689,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6690,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1199,6691,AAB,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/3._Presto/Sonate_No._6_3rd_Movement.mxl"
train,Ludwig van Beethoven,1201,6693,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6705,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6707,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6708,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6717,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6718,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6719,ABC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6720,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6721,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6722,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6723,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6724,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6725,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6726,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6727,AABC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6728,AABC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6729,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6730,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6731,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6732,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6733,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6734,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6735,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
train,Ludwig van Beethoven,1201,6736,AABBC,"Ludwig_van_Beethoven/Piano_Sonata_No.6_in_F,_Op.10_No.2/2._Allegretto/Sonate_No._6_2nd_Movement.mxl"
test,Ludwig van Beethoven,1204,6770,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6771,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6772,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6773,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6774,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6775,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6776,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6777,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6778,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6779,AABCBDEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6780,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6781,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6782,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6783,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6784,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
test,Ludwig van Beethoven,1204,6785,AABCBDEEFABC,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/III._Allegro/Sonate_No._4_3rd_Movement.mxl"
train,Ludwig van Beethoven,1205,6786,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6787,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6788,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6789,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6790,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6791,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6792,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6793,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6794,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6795,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6796,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6797,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6798,ABDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6799,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1205,6800,ABCBDEFEGH,"Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/IV._Rondo._Poco_allegretto_e_grazioso/Sonate_No._4_4th_Movement.mxl"
train,Ludwig van Beethoven,1210,6920,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6921,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6922,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6923,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6924,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6925,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6926,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6927,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6928,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6929,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6930,AABCCDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6931,AABCCDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6932,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6933,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6934,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6935,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6936,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6937,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
train,Ludwig van Beethoven,1210,6938,AABBCCDDAB,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/3._Scherzo_(Allegretto)/Sonate_No._2_3rd_Movement.mxl"
test,Ludwig van Beethoven,1211,6939,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6940,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6941,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6942,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6943,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6944,ABDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6945,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6946,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6947,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6948,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6949,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6950,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6951,ABDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6952,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6953,ABDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6954,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6955,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6956,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6957,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6958,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6959,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6960,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6961,ABDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6962,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6963,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6964,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6965,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6966,ABDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1211,6967,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No.2_in_A,_Op.2_No.2/4._Rondo_(Grazioso)/Sonate_No._2_4th_Movement.mxl"
test,Ludwig van Beethoven,1213,6996,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/I._Allegro_con_brio/musicxml_cleaned.musicxml"
test,Ludwig van Beethoven,1213,6997,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/I._Allegro_con_brio/musicxml_cleaned.musicxml"
test,Ludwig van Beethoven,1213,6998,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/I._Allegro_con_brio/musicxml_cleaned.musicxml"
test,Ludwig van Beethoven,1213,6999,ABCBDE,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/I._Allegro_con_brio/musicxml_cleaned.musicxml"
test,Ludwig van Beethoven,1213,7000,ABDE,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/I._Allegro_con_brio/musicxml_cleaned.musicxml"
